customer_id,signup_date,churn_date,segment,state,age,income_band
1272,2022-12-05,,Platinum,IL,29,High
1273,2022-11-18,2023-08-17,Standard,WA,50,Medium
1274,2021-10-12,2023-07-11,Standard,WA,33,High
1275,2022-12-17,2023-04-22,Standard,GA,68,Low
1276,2023-02-02,,Gold,TX,62,Medium
1277,2023-08-06,2023-11-17,Gold,WA,36,Medium
1278,2022-01-16,,Gold,GA,66,Low
1279,2022-04-05,2024-03-29,Standard,FL,22,High
1280,2023-10-28,,Standard,WA,51,Medium
1281,2021-01-29,,Standard,MA,71,High
1282,2023-06-26,,Platinum,CA,63,High
1283,2023-11-23,2025-10-07,Standard,IL,39,Medium
1284,2023-05-29,,Gold,FL,31,Medium
1285,2021-03-20,2021-11-23,Standard,NC,34,Medium
1286,2023-08-05,,Platinum,TX,67,Medium
1287,2022-04-04,,Gold,TX,45,Medium
1288,2022-07-24,2024-02-27,Standard,TX,27,Medium
1289,2023-01-08,,Gold,MA,35,Low
1290,2022-05-31,,Standard,FL,50,Medium
1291,2022-02-01,2023-03-26,Standard,WA,51,Medium
1292,2021-02-08,,Standard,MA,44,Low
1293,2023-06-06,2025-05-09,Platinum,GA,45,High
1294,2023-03-08,,Platinum,TX,28,Low
1295,2021-06-06,,Standard,NC,50,Low
1296,2023-06-03,2023-11-22,Gold,GA,56,Low
1297,2023-09-01,,Gold,IL,70,Medium
1298,2023-11-12,,Gold,WA,34,Medium
1299,2023-04-29,,Standard,WA,49,Medium
1300,2023-01-18,,Standard,NY,47,Medium
1301,2023-09-16,,Gold,NC,73,Medium
1302,2021-01-21,,Standard,MA,70,Medium
1303,2021-10-30,,Standard,MA,56,Low
1304,2023-05-19,,Gold,AZ,54,Medium
1305,2021-03-25,,Standard,IL,41,Medium
1306,2022-07-24,,Platinum,TX,58,Low
1307,2023-07-23,,Standard,NY,31,Low
1308,2023-10-06,,Platinum,GA,53,Medium
1309,2023-03-04,,Standard,WA,35,Medium
1310,2023-03-03,,Standard,AZ,32,Low
1311,2022-05-07,,Standard,AZ,44,Low
1312,2021-07-27,,Gold,IL,70,Low
1313,2023-12-20,,Gold,CA,57,High
1314,2022-03-06,2023-12-11,Standard,WA,31,Medium
1315,2023-09-12,,Standard,MA,73,Low
1316,2022-06-04,,Gold,GA,39,Low
1317,2022-08-14,,Standard,TX,74,High
1318,2023-11-17,2025-09-16,Gold,TX,21,Low
1319,2021-07-18,2023-04-28,Standard,NC,37,High
1320,2022-01-22,,Gold,CA,60,Low
1321,2021-12-15,,Gold,IL,36,Low
1322,2023-08-18,2025-06-06,Platinum,TX,46,Medium
1323,2022-11-24,,Gold,NY,63,Medium
1324,2022-01-13,,Standard,TX,71,High
1325,2023-06-18,2025-04-24,Standard,FL,63,High
1326,2023-07-05,,Gold,NY,35,Medium
1327,2022-06-11,,Standard,GA,28,Medium
1328,2023-01-04,,Gold,NC,50,High
1329,2021-07-25,,Gold,TX,34,Medium
1330,2022-03-31,,Standard,MA,53,Low
1331,2022-06-05,,Standard,NY,62,Low
1332,2023-10-14,,Standard,NC,27,Low
1333,2023-08-14,2023-12-03,Standard,AZ,38,High
1334,2022-12-27,2023-08-05,Standard,FL,32,Medium
1335,2023-10-11,,Standard,FL,22,Low
1336,2022-05-16,,Standard,GA,70,High
1337,2021-04-27,2022-11-02,Standard,NY,49,Low
1338,2022-01-21,,Standard,MA,41,Medium
1339,2022-08-07,2024-02-03,Standard,CA,27,High
1340,2022-01-30,,Standard,MA,72,Medium
1341,2023-12-24,,Gold,NC,47,Low
1342,2022-12-22,,Standard,TX,32,Medium
1343,2021-03-13,,Standard,WA,40,Medium
1344,2021-10-01,2022-10-27,Gold,GA,34,Medium
1345,2021-12-04,,Platinum,WA,30,Low
1346,2022-08-30,2023-08-21,Standard,NY,61,Low
1347,2021-06-15,,Standard,CA,43,Medium
1348,2021-01-11,2023-06-18,Standard,FL,50,Medium
1349,2022-12-30,,Standard,FL,67,Medium
1350,2023-03-12,,Platinum,AZ,51,Medium
1351,2021-04-12,,Gold,NC,72,Medium
1352,2023-02-18,,Gold,NC,30,High
1353,2021-08-02,,Standard,MA,39,Low
1354,2022-02-05,2023-06-04,Gold,NC,39,Low
1355,2022-08-11,2023-03-08,Standard,MA,64,Medium
1356,2023-06-08,,Standard,MA,43,Low
1357,2023-12-06,2024-11-05,Standard,TX,64,Medium
1358,2022-08-15,2024-06-02,Standard,GA,61,High
1359,2021-04-02,,Standard,WA,52,High
1360,2022-11-04,,Gold,TX,40,Medium
1361,2022-12-15,,Standard,CA,24,High
1362,2023-07-25,,Standard,CA,53,Low
1363,2021-08-30,,Standard,CA,68,Medium
1364,2021-01-02,2021-05-09,Standard,FL,21,Medium
1365,2021-08-13,,Gold,FL,33,Medium
1366,2023-03-12,,Gold,GA,23,Low
1367,2022-08-12,,Gold,CA,32,High
1368,2021-04-26,2022-03-26,Standard,NY,49,Medium
1369,2023-07-07,,Gold,NY,51,Medium
1370,2021-07-13,2021-10-31,Gold,AZ,61,Low
1371,2023-05-21,2023-12-06,Standard,TX,56,Medium
1372,2021-03-31,2023-02-24,Standard,WA,22,High
1373,2021-05-02,,Gold,FL,42,Medium
1374,2021-05-23,,Standard,NC,42,Medium
1375,2023-09-21,,Standard,WA,61,High
1376,2021-04-16,,Standard,IL,51,Medium
1377,2023-06-06,,Standard,GA,72,Medium
1378,2022-03-04,2023-06-30,Standard,GA,65,Medium
1379,2021-11-13,2023-03-27,Standard,CA,34,Medium
1380,2022-09-27,,Gold,NY,49,Medium
1381,2021-01-09,,Standard,CA,55,Medium
1382,2023-02-13,,Gold,WA,70,Medium
1383,2021-08-11,2023-08-18,Standard,NY,29,Low
1384,2022-07-07,2024-10-16,Platinum,CA,67,Low
1385,2022-12-17,2023-03-24,Platinum,WA,74,Medium
1386,2021-04-21,,Gold,IL,52,Low
1387,2021-09-08,,Platinum,AZ,47,High
1388,2022-01-18,,Gold,TX,30,Medium
1389,2021-01-07,,Gold,AZ,45,Medium
1390,2022-04-04,,Standard,IL,69,Low
1391,2021-07-27,,Standard,AZ,65,Low
1392,2023-06-19,2024-12-03,Gold,NC,53,Medium
1393,2021-01-22,,Standard,FL,31,High
1394,2022-02-14,,Gold,FL,57,Medium
1395,2023-06-14,2024-08-04,Gold,NC,29,High
1396,2022-05-30,,Standard,FL,27,Low
1397,2023-03-20,,Gold,WA,27,Low
1398,2023-05-24,,Standard,FL,54,Medium
1399,2021-01-14,,Standard,GA,39,Medium
1400,2023-08-29,,Standard,GA,40,Medium
1401,2023-09-05,,Standard,NY,70,Low
1402,2023-10-11,2024-10-24,Standard,MA,62,Low
1403,2023-11-02,2026-03-03,Standard,IL,45,Medium
1404,2021-03-28,2022-11-18,Standard,GA,25,High
1405,2023-06-28,2024-09-20,Gold,TX,68,Low
1406,2021-05-02,,Gold,NY,49,High
1407,2023-01-20,,Standard,NC,47,Low
1408,2022-11-16,2024-10-04,Standard,IL,45,Medium
1409,2021-11-05,,Gold,IL,57,Low
1410,2022-11-26,2025-02-08,Gold,NC,35,Medium
1411,2021-10-15,,Standard,MA,74,Low
1412,2021-11-03,2022-09-07,Standard,AZ,68,Low
1413,2023-07-03,,Gold,AZ,24,High
1414,2022-10-24,2024-03-02,Gold,CA,34,Medium
1415,2022-07-03,,Standard,CA,69,Medium
1416,2021-11-08,,Standard,NY,37,Low
1417,2023-05-23,,Standard,CA,41,High
1418,2023-12-19,2026-04-09,Gold,CA,36,Medium
1419,2023-07-13,2025-11-18,Standard,NC,46,High
1420,2023-01-25,2025-01-04,Standard,AZ,29,Low
1421,2021-02-04,,Standard,CA,22,Low
1422,2022-03-21,2024-07-25,Platinum,GA,63,High
1423,2021-04-03,,Gold,TX,35,Medium
1424,2021-12-19,,Gold,GA,55,High
1425,2023-06-22,,Gold,MA,44,Medium
1426,2023-05-12,,Standard,GA,68,Medium
1427,2021-06-08,2023-11-08,Platinum,NY,73,High
1428,2023-08-15,2024-06-19,Standard,CA,71,Medium
1429,2021-01-24,,Gold,CA,74,Medium
1430,2022-02-08,,Standard,NC,58,Low
1431,2023-03-16,2025-01-28,Standard,WA,34,Low
1432,2022-05-31,2022-12-13,Standard,MA,57,Low
1433,2023-01-02,,Gold,GA,57,Medium
1434,2022-06-16,2024-04-16,Gold,WA,26,High
1435,2023-08-14,,Standard,IL,38,Medium
1436,2021-06-01,,Standard,TX,42,Medium
1437,2023-08-05,2025-07-03,Platinum,TX,38,High
1438,2022-08-31,2024-11-21,Standard,AZ,71,Low
1439,2022-02-24,2023-03-06,Gold,CA,22,High
1440,2023-05-16,,Gold,AZ,52,High
1441,2022-08-01,,Standard,NC,37,Low
1442,2021-12-01,,Standard,MA,21,Low
1443,2023-07-21,,Standard,MA,29,Low
1444,2021-10-22,,Standard,IL,33,Medium
1445,2023-01-25,2025-05-12,Standard,NY,56,Low
1446,2021-07-05,2021-10-10,Standard,MA,57,Medium
1447,2022-09-29,,Standard,MA,50,Medium
1448,2022-06-14,2024-11-25,Gold,MA,51,High
1449,2021-01-21,2021-10-26,Gold,TX,43,High
1450,2023-06-30,,Standard,NY,70,High
1451,2023-05-17,,Standard,NY,48,Low
1452,2023-03-05,,Standard,FL,30,Low
1453,2021-04-10,,Standard,GA,45,Low
1454,2023-01-22,2023-07-11,Gold,NC,56,Medium
1455,2022-04-23,,Standard,CA,46,Medium
1456,2023-07-29,2024-02-11,Gold,MA,46,High
1457,2022-06-10,,Standard,MA,65,High
1458,2021-11-30,,Gold,FL,33,Low
1459,2021-01-02,2022-02-16,Standard,CA,37,Medium
1460,2022-01-10,,Gold,NY,60,Low
1461,2021-10-20,2023-08-19,Platinum,IL,24,Low
1462,2023-04-17,,Gold,TX,43,High
1463,2023-10-02,,Gold,MA,55,High
1464,2022-07-07,,Standard,NC,31,Low
1465,2021-11-14,,Platinum,NC,32,High
1466,2022-01-16,2024-03-01,Standard,MA,29,High
1467,2021-01-14,,Standard,NC,35,Low
1468,2022-05-19,,Standard,IL,65,Low
1469,2021-08-19,2022-10-28,Platinum,NC,57,Medium
1470,2021-05-10,,Gold,WA,25,High
1471,2023-04-18,,Platinum,CA,39,Medium
1472,2023-06-10,2024-07-31,Gold,FL,31,Low
1473,2021-01-28,,Standard,FL,29,Medium
1474,2021-03-07,2022-12-11,Platinum,AZ,55,Medium
1475,2021-09-18,,Platinum,TX,70,Medium
1476,2022-04-05,2024-06-01,Standard,CA,47,Low
1477,2021-10-28,,Standard,MA,33,High
1478,2023-07-08,,Gold,WA,32,Medium
1479,2021-10-14,,Platinum,IL,29,High
1480,2023-10-31,,Gold,AZ,62,High
1481,2022-09-22,,Gold,TX,48,High
1482,2021-09-27,,Platinum,TX,33,High
1483,2022-08-15,2023-09-10,Gold,GA,40,High
1484,2023-04-24,,Gold,CA,72,Medium
1485,2023-05-12,,Gold,WA,33,Medium
1486,2021-05-13,,Standard,NY,47,Medium
1487,2023-08-30,,Gold,IL,46,Medium
1488,2022-05-28,,Standard,AZ,49,Low
1489,2021-11-09,,Gold,MA,49,Medium
1490,2022-07-30,,Standard,FL,42,Low
1491,2023-06-05,2024-03-20,Standard,AZ,29,Medium
1492,2022-11-18,,Standard,NC,44,Low
1493,2021-06-14,,Gold,TX,62,High
1494,2021-11-01,,Standard,MA,39,Medium
1495,2021-06-05,,Standard,IL,58,Low
1496,2022-09-12,2024-02-02,Standard,WA,51,Medium
1497,2023-08-15,,Standard,NY,59,Low
1498,2021-11-30,,Standard,NC,35,High
1499,2023-08-27,2024-01-02,Standard,MA,74,Medium
1500,2022-05-26,,Standard,MA,52,Medium
1501,2023-11-10,2026-02-08,Standard,TX,71,High
1502,2021-10-09,,Standard,CA,66,Medium
1503,2023-03-08,2024-04-07,Standard,NC,68,High
1504,2023-10-22,,Gold,TX,66,Medium
1505,2021-04-29,,Standard,AZ,49,Medium
1506,2023-11-25,,Standard,NC,72,Medium
1507,2021-07-17,,Standard,NY,54,Low
1508,2022-04-30,,Standard,FL,29,Low
1509,2023-12-19,2024-03-21,Standard,AZ,55,Low
1510,2023-04-17,2025-04-08,Standard,NY,26,High
1511,2023-10-06,,Gold,WA,57,Medium
1512,2022-11-22,2023-05-07,Gold,TX,34,Low
1513,2023-11-02,,Standard,NY,67,Low
1514,2022-05-05,,Gold,CA,70,High
1515,2021-10-03,,Standard,GA,69,Low
1516,2022-11-24,,Platinum,FL,29,Medium
1517,2021-08-30,2023-03-10,Standard,WA,39,Medium
1518,2021-05-06,,Gold,MA,43,Medium
1519,2021-08-05,,Standard,TX,61,Low
1520,2023-11-29,,Gold,AZ,48,High
1521,2022-05-10,,Standard,GA,36,Medium
1522,2022-03-03,2022-11-26,Standard,NC,46,Low
1523,2023-07-08,,Gold,TX,58,Medium
1524,2021-05-31,,Standard,IL,60,Medium
1525,2022-01-19,,Gold,TX,45,Low
1526,2021-11-04,2023-11-08,Gold,IL,55,High
1527,2023-01-16,,Standard,MA,74,Low
1528,2023-06-11,,Standard,WA,25,High
1529,2022-01-10,2024-04-19,Standard,FL,27,Medium
1530,2023-10-29,,Gold,TX,43,Low
1531,2021-05-09,,Standard,MA,45,Low
1532,2023-10-12,,Standard,NC,21,Medium
1533,2022-10-31,,Platinum,GA,42,Medium
1534,2022-06-01,2023-06-01,Standard,CA,73,High
1535,2021-03-27,,Platinum,NY,24,Medium
1536,2021-11-07,,Gold,MA,48,Medium
1537,2022-03-03,,Standard,GA,68,Low
1538,2021-04-24,,Standard,IL,34,High
1539,2021-10-30,,Gold,MA,53,High
1540,2023-01-14,2023-09-12,Standard,NC,24,Medium
1541,2022-08-11,,Standard,MA,62,Low
1542,2023-09-14,,Standard,FL,31,Medium
1543,2021-12-11,,Gold,IL,59,Medium
1544,2023-03-25,,Gold,TX,52,Medium
1545,2023-03-12,,Standard,AZ,24,Medium
1546,2023-10-22,,Standard,CA,21,High
1547,2023-12-13,2024-08-22,Gold,TX,46,Low
1548,2023-12-29,,Platinum,NY,53,Medium
1549,2021-12-27,,Standard,MA,37,Low
1550,2023-10-07,,Standard,WA,47,Low
1551,2022-12-05,,Gold,MA,62,High
1552,2022-07-29,,Gold,IL,25,Medium
1553,2022-11-19,,Gold,FL,27,High
1554,2023-02-20,,Platinum,MA,45,Medium
1555,2022-08-08,,Gold,NY,28,High
1556,2022-08-12,,Standard,NC,54,Medium
1557,2022-05-04,,Gold,MA,61,Low
1558,2023-08-29,,Gold,TX,24,High
1559,2022-05-09,,Platinum,AZ,32,Low
1560,2021-01-19,,Standard,WA,51,Medium
1561,2022-02-01,,Standard,NY,31,Medium
1562,2023-09-28,,Gold,NY,57,Low
1563,2023-05-01,2024-05-14,Standard,IL,64,Low
1564,2023-04-02,2024-07-12,Standard,NY,73,Medium
1565,2022-03-31,,Gold,WA,56,Medium
1566,2022-12-26,,Standard,TX,65,Medium
1567,2023-12-25,,Gold,AZ,42,Medium
1568,2022-12-12,,Gold,GA,21,Medium
1569,2021-05-23,2023-05-03,Standard,MA,70,Medium
1570,2023-07-06,,Platinum,NY,24,High
1571,2023-04-08,,Gold,NC,56,Low
1572,2022-08-28,,Standard,FL,28,Medium
1573,2021-11-01,,Standard,NC,45,Medium
1574,2023-01-06,2025-01-02,Platinum,TX,48,Medium
1575,2021-10-18,2024-02-06,Standard,GA,72,Medium
1576,2021-04-12,,Standard,IL,58,Medium
1577,2023-05-17,,Standard,TX,56,Low
1578,2023-08-26,,Standard,NC,56,Medium
1579,2023-09-01,2024-10-04,Standard,WA,63,Low
1580,2023-04-22,2024-08-12,Platinum,MA,61,Low
1581,2023-08-20,,Gold,TX,66,High
1582,2023-07-31,,Standard,CA,24,Medium
1583,2023-10-24,,Standard,MA,33,Medium
1584,2021-03-26,2023-04-12,Gold,CA,58,Low
1585,2021-11-24,,Standard,NY,65,High
1586,2023-03-27,2025-07-27,Gold,FL,45,Low
1587,2022-03-30,2022-12-27,Gold,TX,23,Medium
1588,2022-09-21,,Gold,MA,52,Medium
1589,2022-10-27,2023-11-26,Standard,IL,59,High
1590,2021-01-12,2021-06-22,Standard,CA,21,High
1591,2021-10-31,,Standard,AZ,31,Low
1592,2023-09-02,,Standard,NC,22,High
1593,2023-02-22,,Standard,MA,25,Medium
1594,2021-02-12,,Platinum,FL,42,High
1595,2023-08-02,2024-06-05,Gold,TX,66,High
1596,2021-12-09,2024-02-25,Platinum,MA,33,Medium
1597,2022-05-13,,Gold,TX,68,Medium
1598,2021-12-30,,Standard,WA,43,Medium
1599,2023-06-10,,Gold,CA,67,Medium
1600,2022-03-03,2022-11-20,Standard,MA,51,Low
1601,2023-10-02,,Standard,MA,55,Low
1602,2021-01-21,2023-02-02,Standard,FL,58,Low
1603,2022-02-11,,Gold,FL,61,High
1604,2022-09-11,,Gold,NC,55,Low
1605,2023-10-12,,Standard,IL,65,Low
1606,2021-12-02,,Standard,TX,33,Medium
1607,2022-02-03,,Standard,GA,74,Medium
1608,2023-03-04,,Standard,NC,27,High
1609,2022-12-16,,Standard,FL,25,Medium
1610,2021-02-20,2022-02-16,Gold,GA,49,Low
1611,2021-11-20,,Gold,NY,28,High
1612,2023-02-28,2025-05-23,Standard,GA,28,Low
1613,2021-05-21,,Gold,CA,74,High
1614,2022-04-15,,Standard,MA,27,Low
1615,2023-02-26,,Platinum,FL,39,Medium
1616,2023-08-22,,Standard,MA,59,Low
1617,2023-10-05,2025-04-14,Gold,NC,43,High
1618,2022-01-08,,Platinum,WA,56,Low
1619,2022-05-09,,Gold,FL,62,Low
1620,2023-01-21,,Standard,FL,52,High
1621,2021-10-18,,Gold,AZ,65,Low
1622,2021-04-16,,Standard,MA,24,Medium
1623,2022-11-01,,Standard,FL,50,Medium
1624,2021-01-02,2021-12-26,Standard,WA,71,Medium
1625,2022-08-12,2022-11-29,Platinum,WA,62,Medium
1626,2022-10-06,,Platinum,CA,59,High
1627,2021-03-31,,Standard,TX,25,High
1628,2021-12-16,,Standard,FL,23,Medium
1629,2023-11-29,,Platinum,WA,42,Low
1630,2023-06-28,,Standard,WA,48,Low
1631,2021-06-08,,Standard,CA,42,Low
1632,2023-08-17,2025-06-14,Standard,AZ,42,Medium
1633,2021-11-08,2023-06-23,Gold,TX,54,High
1634,2022-03-21,,Standard,IL,49,Medium
1635,2021-10-25,,Gold,FL,63,Medium
1636,2023-08-10,,Standard,IL,62,Medium
1637,2021-02-05,,Standard,IL,33,Medium
1638,2022-07-13,2023-03-06,Standard,NC,27,Medium
1639,2023-06-10,,Standard,AZ,30,Medium
1640,2021-05-21,2022-10-21,Standard,NC,48,Medium
1641,2023-06-06,,Standard,MA,24,Low
1642,2022-12-27,,Gold,GA,52,Medium
1643,2023-11-16,,Standard,CA,42,Medium
1644,2022-06-05,,Gold,WA,40,Low
1645,2021-01-10,2021-09-21,Platinum,WA,68,Medium
1646,2023-09-11,,Gold,TX,40,Low
1647,2022-01-13,,Platinum,AZ,26,High
1648,2022-11-13,,Standard,WA,29,Low
1649,2022-08-07,,Standard,NC,48,Medium
1650,2021-06-01,,Platinum,GA,33,High
1651,2022-12-21,,Gold,NC,51,Medium
1652,2023-12-09,2025-01-11,Gold,IL,59,High
1653,2023-05-09,,Gold,MA,70,Medium
1654,2021-02-19,2022-10-19,Gold,WA,34,High
1655,2022-10-26,,Standard,IL,42,Medium
1656,2022-06-15,,Gold,WA,57,Low
1657,2023-12-20,,Standard,FL,74,Medium
1658,2023-05-07,,Standard,NY,65,Medium
1659,2021-05-26,,Standard,CA,44,Medium
1660,2023-07-04,2023-10-15,Standard,CA,28,Low
1661,2023-09-20,,Standard,WA,35,Low
1662,2021-08-30,,Gold,GA,71,Medium
1663,2022-08-04,,Gold,AZ,61,Medium
1664,2022-11-18,2023-06-27,Gold,TX,26,Low
1665,2022-04-28,,Standard,GA,43,Medium
1666,2022-11-04,,Platinum,AZ,45,Low
1667,2022-09-23,,Standard,GA,51,Medium
1668,2022-10-23,,Gold,FL,66,High
1669,2022-10-24,,Standard,GA,49,Medium
1670,2023-03-16,,Standard,TX,43,Low
1671,2022-02-23,,Standard,CA,30,Low
1672,2023-09-15,2026-01-06,Gold,GA,29,Medium
1673,2022-10-12,2024-03-23,Standard,NC,69,Medium
1674,2023-08-27,,Standard,AZ,33,Medium
1675,2022-08-13,2024-11-22,Standard,MA,52,High
1676,2022-05-24,,Standard,AZ,69,High
1677,2022-03-17,,Gold,CA,71,Low
1678,2023-07-10,2025-10-16,Standard,GA,65,Low
1679,2023-02-09,,Standard,NC,61,Medium
1680,2021-09-20,,Standard,GA,21,Medium
1681,2022-09-29,,Standard,GA,21,Medium
1682,2022-04-04,,Standard,WA,57,Medium
1683,2023-09-26,,Gold,FL,60,Low
1684,2022-12-01,,Standard,TX,38,High
1685,2021-10-29,,Standard,FL,56,Medium
1686,2022-07-08,,Standard,MA,51,High
1687,2021-10-15,2023-11-17,Standard,CA,74,Medium
1688,2022-09-13,2025-02-13,Standard,GA,21,Medium
1689,2023-10-03,,Standard,NY,67,Low
1690,2021-02-05,2022-01-23,Standard,FL,72,Medium
1691,2023-01-14,2025-01-15,Standard,IL,56,Low
1692,2021-12-19,,Gold,NY,29,Medium
1693,2021-03-14,2022-01-22,Gold,FL,42,Low
1694,2022-10-10,,Gold,IL,48,Low
1695,2023-12-30,,Standard,CA,46,Low
1696,2022-03-01,,Gold,GA,72,Low
1697,2023-09-26,,Platinum,NC,30,Medium
1698,2022-12-09,2023-11-21,Gold,NC,67,High
1699,2022-07-15,,Standard,FL,23,Medium
1700,2023-04-08,,Standard,GA,22,Medium
1701,2023-08-14,,Standard,FL,74,Low
1702,2022-06-01,,Standard,CA,57,Medium
1703,2022-03-04,,Standard,IL,51,Low
1704,2021-06-09,,Gold,GA,53,Low
1705,2021-05-29,2022-04-17,Gold,NY,52,Low
1706,2023-02-15,,Standard,IL,63,Medium
1707,2021-03-08,,Standard,NY,32,Low
1708,2023-10-11,2024-12-09,Standard,NY,23,High
1709,2022-01-16,,Standard,CA,68,Medium
1710,2021-02-27,2022-07-10,Standard,TX,46,High
1711,2021-12-08,,Standard,TX,34,High
1712,2022-12-28,,Standard,GA,32,Medium
1713,2023-02-09,2023-06-02,Platinum,MA,72,High
1714,2022-09-06,,Standard,AZ,46,Low
1715,2021-12-20,2022-12-15,Standard,TX,36,High
1716,2021-04-26,,Standard,GA,73,Low
1717,2022-10-24,2023-04-26,Standard,NY,28,Medium
1718,2022-03-29,,Standard,NC,69,Medium
1719,2021-10-14,,Gold,TX,69,High
1720,2023-10-14,,Standard,CA,48,High
1721,2021-11-07,,Standard,GA,27,Low
1722,2021-07-27,,Gold,AZ,35,Medium
1723,2022-09-10,,Standard,FL,61,Medium
1724,2022-03-22,,Standard,MA,56,Medium
1725,2022-11-01,,Standard,NY,28,Low
1726,2022-09-25,,Gold,NY,30,Medium
1727,2021-02-24,2021-10-13,Standard,FL,35,High
1728,2023-07-01,,Standard,TX,38,Medium
1729,2023-11-02,2025-12-24,Gold,NC,66,Medium
1730,2022-10-19,,Standard,FL,57,Medium
1731,2023-09-07,,Standard,NC,61,Medium
1732,2022-05-30,,Standard,NY,65,High
1733,2021-08-25,2023-11-10,Gold,AZ,71,Medium
1734,2021-12-14,2022-06-02,Gold,TX,63,Medium
1735,2022-09-19,,Platinum,GA,64,High
1736,2022-09-22,,Platinum,NY,55,Low
1737,2021-12-30,,Gold,FL,22,High
1738,2021-11-17,,Gold,NC,42,Medium
1739,2021-10-13,,Gold,NC,35,High
1740,2021-05-29,,Standard,NY,57,Low
1741,2022-02-10,2023-02-08,Standard,NY,59,Medium
1742,2023-09-05,,Standard,AZ,56,High
1743,2022-04-01,2023-04-01,Standard,AZ,25,Medium
1744,2023-03-11,,Gold,WA,68,Low
1745,2023-10-10,2025-04-16,Standard,FL,35,Low
1746,2023-02-23,,Standard,CA,47,Medium
1747,2022-04-05,2023-01-27,Standard,FL,36,Medium
1748,2023-01-08,2024-01-28,Gold,AZ,56,Medium
1749,2022-05-24,,Gold,WA,58,Medium
1750,2022-04-26,2022-09-01,Standard,TX,38,High
1751,2021-04-24,2022-05-06,Standard,NY,55,Medium
1752,2023-01-19,,Standard,MA,45,Low
1753,2021-12-27,2022-07-28,Standard,FL,42,Low
1754,2021-12-07,2022-12-14,Standard,FL,51,Medium
1755,2023-02-09,,Gold,IL,57,Medium
1756,2023-01-31,,Standard,AZ,54,Medium
1757,2023-08-27,,Standard,MA,43,Medium
1758,2022-03-25,,Standard,GA,36,Medium
1759,2023-04-15,,Standard,IL,26,High
1760,2021-11-07,2022-08-03,Standard,CA,35,High
1761,2021-09-19,,Standard,FL,38,Low
1762,2022-02-10,,Standard,WA,58,High
1763,2021-05-23,,Gold,WA,33,Medium
1764,2021-12-08,,Standard,GA,44,Medium
1765,2021-09-01,2022-03-06,Standard,NC,33,Medium
1766,2022-05-05,,Standard,IL,21,High
1767,2021-01-12,,Gold,IL,68,High
1768,2022-07-15,,Standard,WA,56,Medium
1769,2021-02-11,2021-11-18,Gold,WA,69,Low
1770,2022-11-09,2023-04-21,Platinum,NY,38,Medium
1771,2022-08-17,2024-02-04,Standard,WA,68,Low
1772,2021-05-14,,Gold,AZ,53,Medium
1773,2023-12-27,2026-05-19,Gold,WA,58,High
1774,2023-10-28,2025-06-05,Standard,IL,63,Medium
1775,2023-08-06,,Gold,NY,26,Low
1776,2021-03-14,2022-12-24,Standard,CA,37,Medium
1777,2022-02-03,,Standard,IL,24,Medium
1778,2022-08-01,,Gold,WA,34,Low
1779,2023-05-09,,Gold,WA,50,Medium
1780,2021-05-10,,Platinum,WA,66,High
1781,2023-07-20,,Standard,NY,40,Medium
1782,2021-09-23,,Standard,FL,28,Medium
1783,2023-03-04,2024-09-27,Standard,NY,74,Medium
1784,2021-09-10,2023-11-30,Standard,TX,22,Low
1785,2023-04-02,2023-10-24,Standard,AZ,57,High
1786,2021-06-13,,Standard,MA,24,Medium
1787,2021-04-05,,Standard,AZ,30,High
1788,2023-04-13,,Standard,WA,40,High
1789,2021-12-02,,Standard,MA,73,Medium
1790,2023-04-02,2024-12-16,Platinum,CA,55,High
1791,2021-08-26,,Gold,NC,68,High
1792,2022-01-16,,Standard,IL,30,Medium
1793,2023-06-18,2023-12-22,Gold,FL,48,Medium
1794,2022-04-28,,Gold,NC,35,Medium
1795,2023-06-21,2024-08-11,Gold,NY,56,Low
1796,2023-11-15,,Standard,TX,21,Medium
1797,2022-04-27,,Standard,GA,42,Low
1798,2023-07-06,2024-11-13,Gold,AZ,47,Medium
1799,2023-09-21,,Standard,NC,49,High
1800,2023-08-22,,Platinum,TX,35,Low
1801,2022-06-21,,Gold,WA,30,Medium
1802,2023-11-02,,Platinum,NY,40,Low
1803,2021-05-08,2022-06-14,Standard,NY,42,Medium
1804,2021-04-02,,Standard,IL,70,Medium
1805,2022-06-27,,Standard,MA,68,Low
1806,2023-04-26,,Platinum,MA,73,Medium
1807,2023-09-16,2025-11-15,Standard,NC,29,High
1808,2022-03-23,,Standard,CA,71,Medium
1809,2022-01-25,,Standard,MA,52,Medium
1810,2022-11-03,2024-12-25,Standard,MA,37,Medium
1811,2021-02-12,,Standard,WA,62,Low
1812,2021-09-11,2022-05-06,Standard,WA,39,High
1813,2023-12-20,,Gold,TX,60,Medium
1814,2022-10-25,2023-12-30,Standard,NY,47,Medium
1815,2022-04-12,,Gold,NY,71,Low
1816,2021-10-14,,Gold,NY,57,Medium
1817,2023-10-08,,Gold,TX,54,Medium
1818,2023-02-17,,Gold,GA,67,Medium
1819,2021-12-11,,Standard,WA,69,Medium
1820,2022-10-04,,Standard,TX,30,Medium
1821,2022-01-17,2023-08-24,Gold,NY,50,Medium
1822,2022-11-21,2023-03-13,Standard,NC,41,Medium
1823,2023-12-16,,Standard,WA,41,High
1824,2022-04-02,2022-10-13,Standard,FL,74,High
