payment_id,customer_id,payment_date,payment_amount,payment_type
3114,4815,2023-05-25,700.04,Partial
3115,1311,2022-06-23,1102.14,Full
3116,557,2024-12-03,335.92,Full
3117,2198,2023-05-10,1811.13,Full
3118,2994,2022-04-14,1483.87,Partial
3119,3530,2022-08-26,1769.21,Minimum
3120,4898,2023-08-23,1970.78,Partial
3121,4364,2023-05-06,1962.28,Full
3122,2621,2024-01-29,858.94,Full
3123,4331,2023-03-08,1792.3,Full
3124,3915,2023-01-18,1168.28,Full
3125,1529,2024-01-14,1952.0,Full
3126,4243,2022-08-10,971.23,Minimum
3127,1842,2022-02-08,1000.49,Partial
3128,2892,2024-04-04,1426.58,Full
3129,4519,2022-10-08,157.57,Minimum
3130,3943,2022-06-18,222.59,Full
3131,3093,2022-01-06,1201.59,Minimum
3132,3629,2024-03-08,1385.4,Partial
3133,2896,2023-11-03,1308.25,Full
3134,4207,2022-12-24,1471.82,Partial
3135,2835,2024-07-25,854.4,Partial
3136,3883,2024-03-18,470.7,Partial
3137,3515,2024-11-22,941.76,Full
3138,3252,2022-08-20,203.46,Partial
3139,1382,2024-08-23,1187.49,Partial
3140,3590,2023-12-25,882.41,Partial
3141,1021,2022-08-15,283.82,Partial
3142,4310,2022-09-25,1978.08,Partial
3143,1711,2024-03-18,1828.7,Partial
3144,3393,2024-06-28,1867.98,Minimum
3145,2764,2022-07-08,839.45,Minimum
3146,4798,2022-08-09,1102.46,Partial
3147,3725,2022-05-17,1663.31,Minimum
3148,3736,2024-04-28,1028.25,Full
3149,2349,2024-08-11,890.11,Partial
3150,3190,2022-05-11,1278.72,Minimum
3151,2271,2022-12-22,370.86,Partial
3152,1777,2024-03-20,121.68,Minimum
3153,763,2024-03-22,1766.34,Full
3154,615,2024-12-28,730.44,Minimum
3155,249,2022-10-04,63.91,Partial
3156,2925,2023-10-05,1192.74,Full
3157,4582,2022-09-14,135.5,Partial
3158,354,2024-10-16,1265.72,Minimum
3159,4615,2023-08-22,1183.4,Partial
3160,3219,2022-03-06,627.55,Full
3161,2203,2023-07-10,128.96,Full
3162,3116,2023-03-06,762.24,Partial
3163,583,2023-10-05,162.73,Partial
3164,2757,2023-09-23,855.87,Minimum
3165,3643,2022-10-27,1979.8,Partial
3166,3401,2024-11-14,583.4,Full
3167,4039,2023-01-21,784.92,Partial
3168,4601,2023-11-27,921.24,Full
3169,1714,2022-07-06,176.79,Partial
3170,2056,2022-08-15,825.18,Partial
3171,4408,2022-01-19,1497.01,Minimum
3172,2384,2022-01-12,651.4,Full
3173,645,2023-09-12,1022.0,Minimum
3174,1670,2024-04-25,493.87,Minimum
3175,4872,2022-01-15,1993.3,Full
3176,2560,2024-03-21,970.37,Full
3177,2665,2023-12-26,975.02,Minimum
3178,4291,2023-05-19,1057.24,Minimum
3179,1509,2023-04-21,1369.76,Partial
3180,2551,2022-02-09,1896.25,Minimum
3181,2212,2024-03-19,74.97,Minimum
3182,2580,2024-12-08,495.75,Full
3183,721,2022-01-30,1986.55,Minimum
3184,3758,2023-01-12,675.3,Minimum
3185,24,2023-04-13,419.08,Partial
3186,4735,2022-10-08,1541.8,Partial
3187,547,2024-06-16,857.69,Full
3188,2367,2022-06-15,1750.48,Partial
3189,264,2024-03-18,1628.91,Minimum
3190,2629,2024-08-23,1262.75,Minimum
3191,3460,2024-08-08,1496.29,Minimum
3192,2803,2022-05-27,346.29,Full
3193,583,2023-05-08,1901.08,Partial
3194,209,2022-04-18,857.38,Minimum
3195,2439,2024-12-31,1065.16,Full
3196,3126,2023-07-14,57.07,Minimum
3197,1516,2023-08-15,708.31,Minimum
3198,1059,2022-12-21,1139.47,Minimum
3199,3025,2023-11-26,950.39,Minimum
3200,1564,2023-01-24,1361.44,Minimum
3201,424,2024-02-01,333.27,Minimum
3202,4555,2023-11-19,41.63,Full
3203,2250,2023-07-28,1375.86,Full
3204,2086,2024-09-14,1444.59,Partial
3205,4887,2024-09-16,322.78,Full
3206,180,2023-04-10,1939.94,Partial
3207,2989,2022-11-18,161.49,Full
3208,3542,2023-11-20,1053.6,Partial
3209,64,2024-09-02,1325.38,Partial
3210,381,2023-05-22,1041.04,Full
3211,3852,2022-08-03,1095.28,Minimum
3212,4910,2022-12-31,832.2,Minimum
3213,686,2023-12-27,881.22,Full
3214,3729,2023-02-19,986.42,Minimum
3215,247,2022-02-05,851.66,Partial
3216,2227,2023-08-05,719.24,Minimum
3217,4691,2024-07-24,160.74,Full
3218,825,2022-04-28,1589.5,Partial
3219,4812,2022-12-07,895.69,Minimum
3220,4756,2024-03-31,324.57,Partial
3221,961,2024-03-07,1848.81,Partial
3222,1317,2024-03-31,1184.01,Partial
3223,3457,2024-12-23,624.21,Minimum
3224,409,2023-05-05,1649.37,Partial
3225,74,2022-06-08,1213.99,Partial
3226,724,2024-12-28,1423.89,Minimum
3227,3898,2023-01-27,1148.83,Minimum
3228,747,2024-02-05,1397.96,Full
3229,235,2024-10-19,443.99,Minimum
3230,2587,2024-10-23,466.74,Full
3231,3468,2023-10-18,1623.16,Partial
3232,3337,2022-03-04,1999.14,Minimum
3233,463,2023-03-15,710.13,Full
3234,1383,2023-12-30,560.39,Minimum
3235,1185,2024-12-15,136.41,Minimum
3236,2996,2023-06-27,952.14,Partial
3237,3309,2023-05-24,1797.16,Full
3238,1861,2023-07-31,562.34,Partial
3239,489,2023-11-16,1085.11,Partial
3240,585,2024-04-27,1001.4,Minimum
3241,1902,2024-12-21,1237.03,Partial
3242,2670,2023-05-30,979.78,Full
3243,4175,2022-10-01,277.51,Minimum
3244,2001,2024-05-05,292.27,Partial
3245,180,2023-04-17,473.33,Minimum
3246,4328,2022-11-05,482.06,Minimum
3247,1146,2024-02-14,1153.54,Partial
3248,4071,2022-05-03,1282.32,Minimum
3249,1329,2023-08-10,211.94,Full
3250,1303,2024-07-10,888.1,Partial
3251,3792,2023-03-09,1112.11,Full
3252,2659,2022-09-01,1757.61,Partial
3253,1267,2024-09-05,755.55,Full
3254,1043,2024-07-23,1374.82,Partial
3255,3880,2024-12-10,1562.51,Full
3256,3117,2024-04-02,150.12,Minimum
3257,4822,2024-01-11,1834.21,Minimum
3258,3399,2024-10-21,708.2,Partial
3259,1483,2023-06-15,231.3,Full
3260,1098,2024-07-04,1730.4,Minimum
3261,3894,2023-04-21,1968.59,Full
3262,2308,2024-07-12,542.33,Full
3263,2974,2022-03-03,322.32,Partial
3264,934,2022-02-15,1418.7,Partial
3265,2993,2023-06-07,39.26,Full
3266,966,2023-01-23,1594.32,Full
3267,993,2022-04-18,1196.78,Partial
3268,3854,2022-09-08,1952.78,Minimum
3269,1943,2024-09-13,1353.86,Partial
3270,1557,2024-01-01,726.58,Full
3271,1891,2022-04-03,934.01,Partial
3272,4340,2022-11-15,724.46,Minimum
3273,4074,2023-07-08,1459.41,Minimum
3274,1553,2024-01-17,1563.29,Partial
3275,349,2023-07-07,453.8,Full
3276,1206,2024-07-17,931.81,Full
3277,815,2023-06-18,577.93,Minimum
3278,3583,2022-06-21,622.32,Partial
3279,422,2022-02-02,1580.63,Partial
3280,1701,2023-04-03,138.76,Minimum
3281,695,2023-05-26,1156.63,Partial
3282,2213,2024-02-18,841.19,Minimum
3283,3677,2024-10-20,906.72,Minimum
3284,3264,2023-12-07,1297.58,Minimum
3285,932,2022-05-12,1042.53,Partial
3286,2288,2023-04-08,622.65,Minimum
3287,399,2022-08-16,1799.09,Full
3288,3543,2022-04-10,1050.03,Full
3289,3042,2022-01-11,1477.14,Full
3290,3788,2022-10-19,1861.72,Minimum
3291,2539,2023-08-07,1989.73,Minimum
3292,3260,2024-10-08,820.06,Full
3293,3977,2023-01-08,305.68,Minimum
3294,4579,2024-04-20,1742.55,Full
3295,4677,2024-05-28,891.22,Full
3296,3192,2022-03-08,281.38,Partial
3297,3534,2024-11-28,1319.58,Full
3298,4273,2022-06-24,1201.33,Partial
3299,4433,2022-12-15,292.73,Partial
3300,3670,2024-03-26,249.52,Minimum
3301,1566,2023-12-02,1888.48,Minimum
3302,4587,2024-07-16,1344.08,Minimum
3303,3229,2022-03-03,1844.03,Full
3304,1185,2022-08-13,628.11,Minimum
3305,4563,2022-11-05,1220.95,Minimum
3306,1457,2022-08-02,626.7,Full
3307,2447,2024-04-24,1902.81,Partial
3308,1237,2023-07-19,557.67,Minimum
3309,601,2022-02-23,978.55,Partial
3310,2241,2022-12-04,1422.52,Partial
3311,3054,2024-06-10,327.84,Minimum
3312,2775,2024-01-02,1243.0,Full
3313,740,2022-02-25,855.04,Full
3314,3362,2024-01-26,1609.34,Full
3315,2901,2022-08-27,1211.45,Full
3316,1488,2022-06-22,217.41,Full
3317,723,2022-01-13,342.43,Partial
3318,2625,2023-11-05,531.42,Full
3319,2538,2023-07-10,703.5,Full
3320,2170,2022-01-18,871.58,Full
3321,554,2022-12-11,1346.35,Full
3322,1260,2022-02-22,731.21,Full
3323,1308,2022-08-19,929.22,Full
3324,4790,2023-12-03,1802.61,Minimum
3325,93,2023-08-28,400.16,Minimum
3326,4077,2022-06-10,979.91,Minimum
3327,1653,2024-08-11,668.03,Full
3328,2332,2023-06-09,1617.51,Minimum
3329,1327,2024-10-04,75.9,Minimum
3330,2138,2022-03-18,341.64,Full
3331,354,2022-03-06,600.5,Minimum
3332,2168,2024-09-30,1744.03,Minimum
3333,983,2024-01-13,1399.6,Minimum
3334,4136,2023-03-31,838.78,Full
3335,830,2024-02-24,1833.48,Partial
3336,589,2024-01-16,938.63,Minimum
3337,2912,2024-12-06,293.22,Minimum
3338,1136,2022-11-11,1410.44,Minimum
3339,1257,2022-07-17,1837.88,Minimum
3340,1292,2023-01-11,204.75,Full
3341,689,2022-09-24,639.9,Partial
3342,1721,2024-09-22,1414.62,Partial
3343,1768,2024-09-08,413.01,Full
3344,3663,2024-03-08,677.2,Minimum
3345,3512,2023-04-21,1334.35,Full
3346,3958,2023-11-02,82.42,Partial
3347,1736,2022-04-24,1684.28,Full
3348,344,2023-02-23,23.78,Minimum
3349,3726,2022-10-27,672.1,Partial
3350,875,2024-03-01,515.23,Full
3351,3074,2023-11-11,1569.3,Partial
3352,4120,2022-04-22,78.58,Partial
3353,736,2022-08-26,1739.53,Partial
3354,1504,2023-06-06,902.32,Full
3355,2384,2024-03-09,1447.81,Partial
3356,766,2024-12-01,494.42,Full
3357,2424,2024-04-27,1428.03,Full
3358,597,2024-09-13,323.93,Partial
3359,3907,2022-07-17,1348.65,Full
3360,3112,2024-07-02,1369.22,Full
3361,242,2024-03-29,1910.4,Full
3362,896,2023-09-11,1420.06,Full
3363,1226,2024-05-22,1687.99,Full
3364,1083,2024-12-29,151.82,Minimum
3365,3500,2022-06-19,1204.25,Full
3366,3262,2022-06-14,735.0,Full
3367,129,2022-11-16,604.51,Partial
3368,3395,2022-01-06,340.21,Partial
3369,3241,2024-10-08,482.17,Full
3370,1991,2023-05-07,1215.18,Minimum
3371,3771,2022-11-28,1482.28,Minimum
3372,986,2023-07-20,1039.11,Minimum
3373,1606,2022-07-12,776.61,Partial
3374,4707,2022-06-02,1658.3,Minimum
3375,1354,2024-09-19,1163.42,Full
3376,4727,2023-06-30,1620.1,Partial
3377,2187,2024-11-25,768.11,Full
3378,2553,2024-06-19,1277.97,Partial
3379,1504,2024-02-17,1921.97,Full
3380,2174,2023-10-04,147.86,Full
3381,4540,2024-01-18,1351.25,Partial
3382,1372,2022-02-13,1463.38,Full
3383,3642,2024-09-17,126.79,Partial
3384,4059,2024-06-08,1393.57,Full
3385,1584,2024-06-02,1148.59,Full
3386,461,2024-09-30,585.36,Minimum
3387,3814,2024-09-15,680.98,Partial
3388,3245,2022-07-03,1271.5,Partial
3389,2517,2023-01-12,1027.27,Full
3390,2153,2024-02-16,1833.22,Full
3391,1419,2022-01-20,1943.11,Full
3392,4312,2022-05-05,1202.55,Partial
3393,3818,2024-11-30,1011.08,Minimum
3394,1178,2022-10-15,1406.28,Full
3395,1668,2022-10-17,33.68,Partial
3396,2471,2022-02-25,1537.29,Partial
3397,4142,2024-12-06,41.83,Minimum
3398,4345,2023-12-02,1272.09,Partial
3399,1757,2024-04-04,465.6,Full
3400,3180,2023-12-20,1819.38,Full
3401,4732,2022-03-21,636.54,Minimum
3402,2693,2024-10-18,448.83,Full
3403,2470,2024-09-23,1859.82,Full
3404,3638,2024-05-31,566.82,Full
3405,2508,2023-01-23,942.18,Partial
3406,1606,2024-03-28,1218.98,Full
3407,4749,2024-11-09,1516.14,Full
3408,4680,2024-10-26,1358.84,Partial
3409,4460,2022-06-12,67.3,Minimum
3410,2436,2023-08-13,1978.14,Full
3411,2490,2024-09-17,1554.24,Minimum
3412,3385,2024-12-08,1249.87,Partial
3413,1980,2022-08-19,1031.93,Full
3414,3260,2022-07-04,1992.08,Minimum
3415,4044,2024-11-16,760.31,Partial
3416,3301,2024-10-12,1450.04,Minimum
3417,2810,2022-03-15,1799.44,Partial
3418,904,2022-11-30,225.71,Partial
3419,2508,2022-09-21,1328.99,Minimum
3420,313,2024-01-04,1580.01,Full
3421,1084,2022-09-30,852.38,Minimum
3422,4185,2024-09-17,1419.62,Minimum
3423,1209,2023-08-24,275.53,Partial
3424,3744,2023-03-09,317.86,Partial
3425,4316,2022-09-19,1435.59,Partial
3426,4493,2024-03-22,202.29,Minimum
3427,428,2024-01-09,473.14,Minimum
3428,1032,2024-03-18,504.75,Minimum
3429,3546,2023-02-09,1146.36,Full
3430,3338,2022-08-19,1467.63,Full
3431,2617,2024-01-09,1447.34,Minimum
3432,2185,2024-03-24,1905.17,Partial
3433,4678,2022-05-31,453.81,Full
3434,1544,2023-07-12,1251.7,Full
3435,4834,2024-08-05,378.03,Full
3436,4626,2023-08-06,1809.36,Minimum
3437,595,2024-05-24,1951.6,Full
3438,2576,2024-01-31,182.07,Minimum
3439,2036,2023-05-30,1704.16,Full
3440,1309,2022-10-16,943.07,Minimum
3441,3286,2022-03-12,1436.67,Full
3442,4566,2024-08-15,1483.92,Full
3443,4074,2023-12-19,905.98,Partial
3444,4585,2023-07-09,1148.31,Full
3445,3340,2022-10-02,317.22,Partial
3446,1552,2022-06-07,1960.49,Minimum
3447,618,2023-04-27,1912.98,Full
3448,1484,2023-03-21,1976.41,Minimum
3449,855,2023-05-18,1270.32,Minimum
3450,3857,2023-12-28,1783.66,Partial
3451,1248,2022-01-06,729.83,Full
3452,2377,2024-03-14,285.35,Partial
3453,2582,2022-03-27,271.12,Partial
3454,2179,2022-02-27,1376.69,Full
3455,3795,2023-07-22,1984.66,Minimum
3456,4404,2022-06-17,566.08,Full
3457,668,2023-02-12,1173.95,Full
3458,3723,2023-01-17,1618.44,Full
3459,1082,2023-03-13,512.21,Partial
3460,660,2024-09-19,1134.33,Minimum
3461,1638,2023-01-03,221.75,Minimum
3462,1617,2024-12-28,1413.37,Full
3463,1891,2024-06-25,1084.32,Minimum
3464,4362,2024-09-03,173.3,Partial
3465,2616,2023-08-04,1537.35,Full
3466,3606,2022-05-07,1145.67,Minimum
3467,3633,2023-10-13,1582.0,Full
3468,1173,2024-06-06,1132.41,Minimum
3469,466,2022-07-17,1207.44,Partial
3470,1229,2022-01-28,363.47,Minimum
3471,2061,2023-11-24,489.26,Minimum
3472,3521,2023-05-01,1712.71,Partial
3473,3402,2024-09-15,1266.55,Full
3474,35,2024-07-17,517.66,Minimum
3475,4603,2023-03-09,1298.82,Minimum
3476,4478,2022-08-05,1691.97,Minimum
3477,3458,2022-09-14,119.24,Minimum
3478,2496,2024-07-28,864.42,Minimum
3479,1324,2024-09-03,1667.98,Minimum
3480,4398,2024-07-05,1122.06,Full
3481,4474,2023-01-04,692.21,Minimum
3482,2376,2023-02-27,1947.45,Partial
3483,1538,2023-04-10,578.89,Partial
3484,4261,2023-01-20,1098.96,Minimum
3485,1306,2024-10-14,1940.63,Partial
3486,2298,2022-05-30,904.74,Minimum
3487,1161,2024-11-26,1731.54,Partial
3488,2958,2024-04-09,777.17,Minimum
3489,580,2023-11-09,331.8,Partial
3490,2233,2024-07-20,593.79,Full
3491,1176,2022-02-24,551.27,Partial
3492,2043,2023-08-19,1888.87,Full
3493,3573,2022-07-26,1244.81,Full
3494,2374,2023-10-02,1042.17,Minimum
3495,4812,2024-10-21,253.61,Full
3496,1755,2023-02-04,514.59,Partial
3497,4604,2023-09-16,493.49,Minimum
3498,1059,2022-03-09,741.72,Minimum
3499,2538,2024-04-26,945.67,Full
3500,4637,2022-04-01,301.99,Full
3501,4904,2022-12-26,1199.85,Partial
3502,712,2022-09-15,626.87,Full
3503,4788,2022-07-01,1172.81,Full
3504,1139,2023-11-15,1203.04,Full
3505,4609,2023-01-06,89.5,Partial
3506,185,2024-05-03,638.43,Minimum
3507,189,2022-01-19,456.22,Full
3508,4234,2024-04-06,174.62,Minimum
3509,1509,2023-09-22,1817.75,Full
3510,2307,2022-04-20,549.69,Partial
3511,519,2022-11-29,1447.35,Minimum
3512,2275,2023-01-19,1977.64,Partial
3513,4544,2024-09-17,852.81,Minimum
3514,2792,2022-12-27,982.46,Minimum
3515,1350,2024-10-23,352.57,Partial
3516,855,2023-01-20,1515.3,Full
3517,2106,2022-09-29,1868.89,Partial
3518,2545,2024-11-30,1857.87,Minimum
3519,3224,2022-10-12,952.25,Partial
3520,1643,2023-03-13,1211.64,Full
3521,4498,2022-02-15,1643.72,Partial
3522,2398,2023-04-21,1413.23,Full
3523,233,2022-11-16,679.99,Minimum
3524,661,2023-09-22,1829.28,Minimum
3525,2735,2023-09-13,1453.12,Partial
3526,3517,2022-11-10,1642.99,Partial
3527,3310,2023-01-26,403.69,Minimum
3528,1017,2023-12-26,1013.85,Partial
3529,2295,2023-06-23,1567.69,Full
3530,3451,2023-10-31,1231.0,Minimum
3531,962,2022-06-09,1423.38,Partial
3532,1278,2024-01-01,1402.3,Full
3533,1959,2024-06-29,30.99,Partial
3534,757,2023-05-07,1192.31,Partial
3535,487,2023-03-12,1487.75,Partial
3536,2168,2023-05-19,620.63,Full
3537,4236,2023-03-01,1022.16,Minimum
3538,3262,2022-02-22,797.15,Minimum
3539,363,2023-03-06,1022.22,Partial
3540,1873,2024-02-14,1872.72,Minimum
3541,3898,2023-11-11,969.07,Minimum
3542,423,2024-01-16,661.74,Full
3543,1660,2022-02-26,1528.39,Partial
3544,3534,2023-12-04,1427.25,Minimum
3545,2081,2024-06-01,823.86,Full
3546,3461,2023-08-13,1589.44,Full
3547,4030,2023-03-02,28.31,Partial
3548,3429,2022-06-02,1868.2,Full
3549,2122,2022-01-16,1347.89,Full
3550,1705,2023-08-06,1298.43,Full
3551,1306,2023-01-30,1516.71,Partial
3552,3223,2024-03-21,490.9,Full
3553,282,2023-06-08,349.38,Minimum
3554,235,2022-03-17,1724.47,Full
3555,4940,2023-01-19,1843.34,Partial
3556,3412,2023-06-22,1174.51,Partial
3557,3691,2024-05-19,961.35,Minimum
3558,610,2023-10-04,1625.55,Minimum
3559,904,2024-11-19,1369.01,Full
3560,1571,2023-04-08,730.65,Partial
3561,1696,2023-02-22,110.83,Minimum
3562,4136,2024-08-18,819.0,Minimum
3563,3155,2022-10-04,1405.73,Minimum
3564,840,2024-01-12,1651.89,Full
3565,2678,2022-01-16,125.99,Minimum
3566,4432,2022-10-27,1193.02,Partial
3567,3795,2023-11-05,147.54,Minimum
3568,1363,2024-06-09,30.79,Full
3569,4490,2023-02-10,1820.21,Minimum
3570,3417,2023-04-17,573.75,Partial
3571,2933,2024-12-31,452.14,Partial
3572,2791,2023-05-08,244.03,Partial
3573,3949,2022-11-05,1519.78,Full
3574,4603,2023-06-21,509.01,Minimum
3575,2319,2024-07-23,1600.72,Minimum
3576,1131,2023-02-07,371.8,Partial
3577,294,2024-07-23,95.23,Minimum
3578,4276,2023-11-06,1056.54,Full
3579,2257,2023-02-04,1037.02,Partial
3580,3045,2022-01-02,1414.15,Partial
3581,470,2022-04-15,1237.36,Minimum
3582,4943,2022-03-30,874.14,Partial
3583,41,2022-08-28,750.85,Partial
3584,3063,2023-07-27,1627.64,Minimum
3585,4940,2023-01-18,1829.8,Minimum
3586,2394,2022-05-06,1096.88,Minimum
3587,345,2022-08-19,1656.52,Partial
3588,4704,2024-11-14,1358.25,Partial
3589,3075,2022-05-07,101.15,Minimum
3590,2875,2024-12-08,1273.97,Minimum
3591,4332,2024-07-28,272.69,Full
3592,4535,2022-12-20,1101.73,Partial
3593,4763,2022-07-09,1197.15,Partial
3594,4030,2024-03-30,54.26,Partial
3595,954,2023-09-28,1450.07,Full
3596,2162,2024-01-07,1112.87,Partial
3597,2593,2023-08-05,1363.16,Full
3598,3442,2023-02-02,791.24,Partial
3599,1823,2022-06-05,784.11,Full
3600,3944,2023-04-04,1051.56,Partial
3601,1505,2022-04-01,959.54,Full
3602,3209,2024-12-23,1674.88,Full
3603,2237,2023-11-09,825.64,Partial
3604,4242,2023-04-23,1476.52,Partial
3605,2494,2022-06-27,1921.94,Full
3606,4327,2023-12-23,1487.63,Partial
3607,2085,2024-07-07,253.92,Full
3608,857,2024-01-15,1673.27,Partial
3609,4257,2023-06-21,1744.44,Minimum
3610,1301,2024-07-17,650.31,Partial
3611,215,2024-11-03,842.42,Minimum
3612,3520,2024-02-27,612.19,Full
3613,3367,2023-02-22,1886.09,Minimum
3614,2443,2022-11-14,420.34,Full
3615,3041,2022-02-14,771.31,Partial
3616,1972,2024-11-22,640.12,Full
3617,1650,2022-07-15,65.74,Partial
3618,3424,2024-10-28,1509.1,Partial
3619,1449,2022-04-13,804.12,Partial
3620,2344,2024-06-01,1355.63,Partial
3621,4959,2024-05-18,895.25,Minimum
3622,237,2022-12-24,979.76,Minimum
3623,2077,2022-10-25,929.01,Partial
3624,2772,2024-10-25,993.1,Full
3625,96,2022-02-15,1789.24,Minimum
3626,4284,2023-01-26,1305.57,Minimum
3627,1376,2023-05-29,502.46,Full
3628,1659,2022-05-10,1157.55,Minimum
3629,1090,2023-02-16,1941.7,Full
3630,1345,2024-09-14,870.58,Partial
3631,3397,2024-12-16,408.77,Full
3632,4157,2024-07-21,829.87,Partial
3633,2523,2022-12-11,577.93,Minimum
3634,3594,2022-06-18,1348.38,Partial
3635,1437,2024-02-02,1049.81,Full
3636,4813,2024-06-22,1945.17,Minimum
3637,2056,2023-06-08,1138.5,Full
3638,2731,2022-04-28,1092.43,Minimum
3639,2593,2022-01-23,428.78,Partial
3640,1104,2022-11-20,730.23,Full
3641,3526,2023-08-11,1391.5,Minimum
3642,1754,2023-04-07,1979.8,Full
3643,762,2022-11-24,1246.48,Full
3644,2793,2024-04-28,1965.94,Minimum
3645,409,2023-11-19,402.99,Partial
3646,4876,2024-06-08,1500.35,Minimum
3647,2070,2023-07-04,904.36,Full
3648,87,2024-04-26,160.16,Full
3649,3202,2024-11-02,332.23,Full
3650,1588,2022-06-13,1190.19,Partial
3651,2968,2022-03-14,487.45,Minimum
3652,4958,2022-08-26,175.53,Minimum
3653,1409,2024-10-01,900.31,Partial
3654,4455,2024-03-22,1890.33,Partial
3655,1044,2024-05-17,1323.32,Partial
3656,663,2023-10-30,1562.89,Minimum
3657,114,2022-07-06,952.48,Full
3658,885,2022-11-28,570.5,Full
3659,2758,2023-12-01,653.88,Partial
3660,113,2024-03-19,1454.41,Full
3661,3058,2023-07-09,1772.55,Full
3662,2319,2023-01-18,1556.93,Minimum
3663,581,2024-08-21,120.45,Full
3664,351,2022-07-09,1343.07,Minimum
3665,1863,2024-02-28,99.29,Minimum
3666,2459,2024-09-06,1089.95,Minimum
3667,3374,2022-04-01,1564.02,Full
3668,4652,2022-06-29,578.52,Full
3669,3226,2022-10-03,1248.24,Partial
3670,636,2024-01-06,979.26,Minimum
3671,2482,2022-09-22,1060.16,Partial
3672,2917,2022-04-28,432.98,Minimum
3673,860,2024-11-04,1508.53,Partial
3674,2499,2022-09-08,486.96,Partial
3675,3923,2024-08-21,1376.31,Full
3676,3230,2023-04-24,638.05,Minimum
3677,1243,2022-08-21,475.21,Minimum
3678,4497,2022-10-06,1387.88,Full
3679,4129,2022-01-15,1726.54,Full
3680,1386,2023-12-13,445.15,Full
3681,43,2024-10-26,1392.88,Full
3682,4291,2024-04-22,1620.89,Partial
3683,4786,2024-04-18,1331.16,Full
3684,2395,2024-06-09,976.5,Minimum
3685,1722,2023-02-01,665.25,Partial
3686,4853,2024-05-29,1442.12,Minimum
3687,894,2024-07-27,1932.38,Partial
3688,1479,2022-11-13,452.58,Minimum
3689,384,2022-12-24,113.37,Full
3690,442,2024-08-14,1509.81,Partial
3691,3109,2024-03-31,1354.16,Full
3692,2025,2023-07-20,1016.44,Partial
3693,1421,2023-08-21,1081.3,Minimum
3694,2699,2024-05-05,1957.42,Full
3695,4717,2023-12-22,347.8,Minimum
3696,1093,2022-09-10,766.62,Full
3697,2001,2024-10-05,158.04,Full
3698,2827,2024-05-28,517.95,Minimum
3699,3446,2023-10-07,21.7,Full
3700,4774,2022-06-21,1450.61,Partial
3701,2475,2023-04-28,457.72,Partial
3702,201,2023-11-24,74.63,Partial
3703,4099,2024-09-18,773.32,Full
3704,4239,2023-12-15,602.87,Partial
3705,1081,2023-11-21,1794.13,Minimum
3706,3371,2023-12-21,1769.82,Minimum
3707,3990,2023-05-20,577.56,Partial
3708,2795,2024-08-31,1356.49,Minimum
3709,2895,2024-07-14,1867.99,Partial
3710,1219,2022-01-27,652.68,Minimum
3711,3720,2022-11-29,1484.43,Full
3712,1230,2022-12-22,1167.12,Partial
3713,3014,2023-12-25,1063.77,Minimum
3714,2320,2024-04-11,45.96,Partial
3715,942,2024-01-27,864.65,Minimum
3716,3922,2022-04-14,1405.99,Full
3717,4393,2023-03-24,1976.14,Full
3718,3047,2023-10-04,810.84,Minimum
3719,3241,2024-05-07,1772.19,Minimum
3720,4036,2024-10-26,903.74,Full
3721,1719,2022-12-18,966.17,Full
3722,4502,2023-04-29,789.23,Full
3723,4286,2022-02-10,452.97,Partial
3724,2908,2023-03-01,1450.76,Minimum
3725,4097,2024-08-01,654.42,Full
3726,2951,2022-02-02,283.42,Partial
3727,1690,2022-08-21,1881.35,Partial
3728,633,2023-09-17,179.2,Partial
3729,2059,2023-01-26,1094.08,Partial
3730,1788,2024-04-27,1572.29,Full
3731,3108,2023-07-17,312.87,Partial
3732,683,2023-05-26,923.25,Partial
3733,372,2023-05-18,413.84,Minimum
3734,4318,2022-01-07,1100.16,Full
3735,2701,2022-08-21,953.76,Full
3736,528,2022-03-02,715.22,Minimum
3737,3434,2024-07-12,1888.43,Full
3738,3624,2023-03-10,1928.13,Minimum
3739,4191,2024-05-02,1724.47,Partial
3740,3924,2024-03-16,1933.38,Partial
3741,3815,2024-08-06,980.4,Partial
3742,3544,2023-09-18,769.94,Partial
3743,4444,2024-06-30,1331.78,Full
3744,2452,2022-04-26,1238.13,Full
3745,437,2023-04-11,1492.73,Full
3746,1533,2024-11-27,1428.06,Minimum
3747,3160,2022-12-06,241.2,Minimum
3748,973,2022-12-18,678.93,Minimum
3749,1953,2024-05-14,156.11,Minimum
3750,2776,2023-08-24,1786.77,Minimum
3751,1009,2023-09-26,1684.1,Minimum
3752,1083,2024-04-02,1430.55,Partial
3753,1213,2024-09-19,1002.72,Partial
3754,1705,2023-09-18,1960.61,Partial
3755,2552,2022-09-28,810.06,Minimum
3756,4266,2023-11-30,881.71,Partial
3757,187,2024-06-13,1689.64,Minimum
3758,476,2022-01-13,1024.89,Minimum
3759,686,2023-10-21,1224.18,Full
3760,3533,2024-09-06,345.28,Partial
3761,873,2022-11-03,1563.71,Full
3762,1447,2022-07-12,1706.43,Full
3763,1439,2023-05-05,683.24,Full
3764,2499,2024-08-03,827.27,Partial
3765,2688,2023-03-26,1099.85,Full
3766,1482,2024-07-22,225.63,Minimum
3767,3152,2024-06-02,781.08,Minimum
3768,1437,2024-04-30,185.28,Minimum
