transaction_id,customer_id,transaction_date,amount,category,merchant,state
4272,1155,2024-03-10,168.0,Retail,Delta,NY
4273,17,2024-04-04,121.41,Retail,Uber,AZ
4274,992,2023-02-22,86.2,Online,Delta,AZ
4275,4974,2024-08-27,58.77,Dining,Delta,AZ
4276,2233,2022-12-17,787.77,Groceries,Shell,MA
4277,3463,2022-06-04,649.98,Online,Shell,TX
4278,1447,2022-07-22,18.46,Groceries,Amazon,NY
4279,1466,2024-08-22,10.27,Travel,Shell,AZ
4280,3768,2023-03-16,553.49,Groceries,Shell,MA
4281,3628,2023-01-14,252.46,Dining,Amazon,IL
4282,3084,2022-02-17,83.67,Retail,Walmart,WA
4283,1544,2022-08-17,373.89,Gas,Uber,TX
4284,80,2024-09-16,19.98,Groceries,Uber,MA
4285,3288,2023-11-12,342.78,Gas,Walmart,FL
4286,1272,2024-11-11,193.87,Gas,Amazon,GA
4287,1565,2024-06-16,215.58,Online,Delta,GA
4288,1714,2024-08-26,232.55,Groceries,Shell,FL
4289,1010,2024-08-12,249.62,Retail,Uber,TX
4290,773,2023-10-08,20.93,Online,Shell,WA
4291,483,2022-01-11,458.31,Retail,Walmart,MA
4292,2393,2024-11-16,440.57,Retail,Delta,NC
4293,3180,2023-04-01,522.39,Groceries,Uber,FL
4294,1582,2024-11-20,132.13,Dining,Delta,IL
4295,2522,2023-08-26,795.88,Dining,Amazon,NC
4296,1106,2024-08-22,112.98,Online,Walmart,MA
4297,3710,2023-08-14,650.19,Travel,Amazon,NY
4298,3362,2023-05-29,180.19,Gas,Amazon,NC
4299,4271,2023-02-03,354.03,Gas,Amazon,FL
4300,842,2023-01-22,262.74,Groceries,Target,WA
4301,3535,2023-09-10,249.63,Dining,Amazon,TX
4302,1873,2022-05-18,391.78,Online,Shell,WA
4303,3506,2023-10-15,195.5,Travel,Delta,AZ
4304,3321,2023-04-27,439.75,Groceries,Shell,CA
4305,2729,2022-10-27,204.29,Dining,Amazon,GA
4306,955,2022-02-01,778.47,Travel,Shell,NC
4307,1596,2023-04-02,195.33,Travel,Target,IL
4308,2289,2023-06-26,612.87,Online,Walmart,CA
4309,4436,2022-02-13,378.43,Online,Shell,WA
4310,744,2023-07-01,35.15,Dining,Uber,NC
4311,1495,2024-09-10,126.4,Online,Walmart,TX
4312,3347,2023-02-28,743.21,Groceries,Shell,MA
4313,4111,2022-02-14,657.13,Gas,Walmart,TX
4314,1989,2023-01-15,119.6,Groceries,Walmart,MA
4315,208,2023-05-12,45.59,Retail,Amazon,WA
4316,1084,2024-06-02,126.4,Groceries,Uber,NY
4317,2413,2024-08-16,469.22,Travel,Delta,CA
4318,3312,2022-05-18,508.69,Dining,Walmart,GA
4319,4011,2023-02-12,306.24,Dining,Shell,CA
4320,397,2022-07-04,228.31,Travel,Amazon,GA
4321,1958,2023-05-04,169.49,Groceries,Shell,NY
4322,4890,2022-01-18,353.9,Groceries,Target,WA
4323,209,2024-12-31,22.94,Gas,Walmart,NC
4324,433,2023-09-27,11.92,Gas,Shell,GA
4325,2657,2022-06-20,639.22,Dining,Target,WA
4326,2437,2023-02-04,426.63,Groceries,Amazon,GA
4327,4679,2024-06-28,626.06,Retail,Target,GA
4328,4528,2022-08-27,95.57,Gas,Walmart,CA
4329,4447,2022-11-16,653.19,Travel,Walmart,NC
4330,134,2023-06-06,738.58,Groceries,Target,GA
4331,639,2023-06-12,429.03,Retail,Uber,GA
4332,1229,2023-04-22,88.82,Online,Walmart,TX
4333,3370,2024-01-29,102.98,Gas,Shell,NC
4334,4213,2022-02-11,159.38,Travel,Uber,GA
4335,4020,2022-08-22,152.28,Travel,Uber,IL
4336,1291,2023-07-10,756.17,Online,Walmart,IL
4337,2197,2023-03-13,641.23,Gas,Uber,NY
4338,1704,2023-11-07,257.92,Dining,Target,NC
4339,2227,2024-01-13,654.18,Travel,Amazon,NY
4340,2196,2024-06-26,618.85,Groceries,Delta,CA
4341,4561,2024-03-13,287.44,Dining,Walmart,TX
4342,976,2024-04-30,28.84,Retail,Walmart,IL
4343,1029,2024-09-23,11.95,Travel,Walmart,TX
4344,526,2024-04-25,263.87,Travel,Uber,WA
4345,2328,2023-05-25,41.09,Online,Walmart,NY
4346,2547,2022-01-22,101.27,Gas,Target,WA
4347,836,2024-10-04,207.28,Gas,Amazon,NY
4348,2484,2022-08-30,147.32,Retail,Delta,IL
4349,2864,2024-04-22,120.09,Online,Uber,NC
4350,2735,2023-08-01,213.4,Online,Amazon,IL
4351,1539,2023-03-29,590.83,Retail,Walmart,FL
4352,1911,2023-05-22,358.33,Dining,Walmart,FL
4353,4050,2022-08-01,532.24,Dining,Walmart,TX
4354,2643,2024-09-19,743.37,Retail,Walmart,IL
4355,1304,2023-02-13,6.08,Online,Delta,TX
4356,132,2023-09-14,761.24,Dining,Amazon,FL
4357,393,2023-07-13,226.92,Groceries,Uber,NC
4358,4577,2024-05-21,233.57,Retail,Delta,CA
4359,3585,2023-10-30,505.38,Online,Uber,FL
4360,2676,2023-08-15,291.88,Retail,Amazon,FL
4361,2467,2024-12-04,68.96,Gas,Walmart,NC
4362,1226,2023-12-08,570.6,Gas,Amazon,NC
4363,2706,2023-12-24,150.63,Online,Walmart,TX
4364,462,2024-02-19,743.85,Gas,Target,WA
4365,1802,2023-05-22,790.35,Travel,Delta,TX
4366,3274,2023-03-26,149.07,Groceries,Delta,WA
4367,3986,2024-01-20,604.18,Travel,Target,WA
4368,152,2023-06-22,793.5,Online,Target,AZ
4369,2270,2023-05-13,764.47,Gas,Uber,NY
4370,4175,2023-12-17,454.11,Retail,Uber,AZ
4371,1786,2023-02-04,253.06,Dining,Uber,FL
4372,3461,2023-08-07,14.27,Travel,Uber,MA
4373,1837,2024-07-09,719.1,Travel,Walmart,IL
4374,1398,2022-12-05,33.3,Gas,Amazon,AZ
4375,1076,2023-04-02,463.26,Dining,Shell,CA
4376,4507,2023-10-07,152.99,Online,Shell,WA
4377,2009,2022-10-09,197.38,Gas,Delta,WA
4378,1494,2023-02-18,23.56,Groceries,Walmart,WA
4379,1136,2022-06-12,34.34,Groceries,Shell,MA
4380,1549,2024-04-22,283.41,Online,Uber,NY
4381,785,2022-06-10,702.66,Online,Amazon,FL
4382,1421,2022-09-12,454.84,Groceries,Amazon,TX
4383,4839,2024-12-29,432.95,Retail,Target,IL
4384,2436,2023-02-16,498.14,Retail,Walmart,GA
4385,3482,2023-12-15,430.59,Dining,Walmart,TX
4386,3652,2022-02-05,246.87,Online,Delta,GA
4387,2064,2023-12-31,704.58,Groceries,Uber,WA
4388,2021,2023-04-15,383.1,Dining,Uber,AZ
4389,4758,2022-11-05,603.36,Retail,Uber,MA
4390,2150,2023-04-26,730.08,Dining,Shell,TX
4391,951,2023-12-05,7.96,Online,Walmart,MA
4392,25,2024-02-28,385.12,Travel,Shell,MA
4393,18,2022-10-18,485.67,Dining,Shell,NY
4394,3826,2023-03-06,404.4,Online,Shell,MA
4395,570,2023-08-21,722.42,Dining,Walmart,MA
4396,1356,2023-03-08,752.34,Gas,Shell,MA
4397,1593,2023-10-08,111.76,Dining,Amazon,IL
4398,831,2023-05-20,245.46,Travel,Shell,FL
4399,3083,2023-11-04,214.78,Retail,Uber,WA
4400,872,2024-03-17,399.93,Dining,Uber,FL
4401,835,2022-02-10,308.77,Travel,Target,WA
4402,3313,2023-01-19,290.58,Groceries,Amazon,NC
4403,4953,2024-06-04,429.45,Travel,Uber,MA
4404,3117,2022-07-02,394.6,Dining,Delta,AZ
4405,970,2024-02-03,374.97,Groceries,Uber,IL
4406,593,2024-11-29,95.01,Retail,Walmart,NY
4407,255,2022-05-18,433.72,Retail,Uber,MA
4408,2115,2022-12-01,51.87,Groceries,Delta,IL
4409,2966,2022-05-18,495.0,Groceries,Target,GA
4410,2662,2023-05-03,500.63,Groceries,Walmart,GA
4411,603,2023-07-30,212.17,Dining,Amazon,TX
4412,1066,2023-09-21,112.57,Online,Uber,GA
4413,1840,2024-06-16,639.63,Travel,Target,GA
4414,2432,2023-02-13,617.45,Online,Target,NC
4415,966,2024-10-29,757.08,Online,Delta,GA
4416,1738,2024-05-08,359.82,Travel,Walmart,WA
4417,485,2022-08-07,255.86,Gas,Shell,NY
4418,4135,2024-04-21,245.57,Travel,Shell,NY
4419,11,2022-12-16,148.25,Gas,Walmart,GA
4420,4720,2023-02-09,283.04,Travel,Uber,NC
4421,4505,2022-02-12,106.6,Retail,Walmart,FL
4422,2028,2022-09-15,698.27,Online,Walmart,TX
4423,3365,2024-05-01,280.77,Online,Uber,CA
4424,3088,2024-12-04,440.09,Retail,Target,CA
4425,3039,2024-10-10,57.93,Travel,Target,IL
4426,605,2023-03-11,228.18,Groceries,Amazon,MA
4427,969,2023-06-14,182.72,Gas,Uber,CA
4428,4261,2022-03-10,710.14,Groceries,Uber,NC
4429,437,2024-11-14,148.11,Gas,Amazon,CA
4430,2775,2023-07-22,637.44,Retail,Amazon,NY
4431,1810,2023-05-28,229.72,Online,Shell,AZ
4432,4910,2022-07-02,172.88,Gas,Walmart,CA
4433,2770,2022-02-23,12.68,Online,Shell,TX
4434,1830,2022-06-09,236.79,Travel,Uber,GA
4435,293,2024-01-08,60.88,Retail,Delta,CA
4436,3952,2022-09-21,292.89,Travel,Uber,WA
4437,462,2023-09-13,47.06,Dining,Shell,CA
4438,3885,2024-10-02,56.06,Dining,Walmart,NY
4439,3234,2024-12-03,286.86,Travel,Uber,MA
4440,2092,2022-07-20,361.16,Dining,Walmart,WA
4441,3937,2022-05-27,269.27,Retail,Uber,NC
4442,2940,2023-12-12,23.84,Travel,Walmart,NC
4443,4807,2023-07-01,146.58,Groceries,Amazon,NC
4444,89,2024-05-21,751.54,Online,Walmart,IL
4445,1664,2023-07-29,459.53,Travel,Target,GA
4446,3302,2022-03-23,683.92,Dining,Uber,FL
4447,2721,2022-09-20,45.81,Retail,Uber,IL
4448,2938,2024-07-11,11.02,Dining,Uber,CA
4449,422,2024-11-28,626.49,Dining,Amazon,IL
4450,3750,2022-10-13,310.66,Groceries,Shell,FL
4451,4972,2022-01-23,298.47,Retail,Target,NC
4452,4434,2022-10-30,194.38,Groceries,Shell,NC
4453,266,2022-07-25,132.63,Retail,Shell,WA
4454,2851,2022-04-05,663.62,Groceries,Amazon,IL
4455,1379,2023-04-20,53.82,Travel,Delta,FL
4456,1815,2022-05-17,401.19,Online,Delta,WA
4457,2265,2022-05-31,291.54,Groceries,Walmart,FL
4458,4417,2023-12-04,223.96,Dining,Delta,IL
4459,850,2022-07-21,609.79,Dining,Walmart,FL
4460,4815,2024-07-31,703.77,Groceries,Amazon,AZ
4461,3737,2022-03-15,160.02,Retail,Amazon,CA
4462,992,2023-07-03,66.22,Online,Walmart,AZ
4463,3765,2023-09-29,303.17,Online,Delta,WA
4464,1809,2024-09-26,354.9,Retail,Walmart,MA
4465,3275,2024-09-24,47.24,Online,Uber,NY
4466,717,2024-10-21,378.68,Retail,Target,AZ
4467,896,2022-10-18,761.16,Dining,Amazon,FL
4468,1177,2022-03-12,311.58,Travel,Amazon,MA
4469,3754,2022-04-18,720.51,Gas,Walmart,WA
4470,1777,2023-08-21,679.62,Groceries,Amazon,FL
4471,2805,2024-11-14,352.08,Groceries,Walmart,TX
4472,3393,2022-07-22,566.68,Gas,Delta,MA
4473,1460,2023-07-23,171.2,Gas,Walmart,GA
4474,2544,2022-06-13,112.41,Dining,Amazon,WA
4475,4638,2024-07-18,6.68,Dining,Walmart,IL
4476,4731,2022-06-29,63.29,Groceries,Walmart,NC
4477,3554,2023-08-21,504.52,Retail,Uber,FL
4478,1350,2023-04-17,708.9,Travel,Delta,MA
4479,2987,2024-12-04,782.38,Retail,Uber,IL
4480,3331,2023-06-16,388.56,Groceries,Target,NY
4481,4794,2023-09-01,116.69,Groceries,Walmart,AZ
4482,2123,2023-03-07,5.12,Groceries,Shell,GA
4483,3629,2024-12-18,787.99,Dining,Target,AZ
4484,498,2024-09-01,655.18,Groceries,Walmart,MA
4485,3488,2024-09-01,421.32,Travel,Shell,NY
4486,722,2022-08-12,200.25,Travel,Walmart,TX
4487,1364,2024-03-20,416.58,Travel,Target,GA
4488,308,2022-07-08,671.64,Groceries,Amazon,FL
4489,2752,2022-02-28,447.01,Gas,Amazon,NC
4490,884,2024-10-28,796.43,Groceries,Shell,NC
4491,1265,2024-04-04,89.85,Gas,Amazon,NY
4492,4349,2023-02-10,786.11,Groceries,Walmart,AZ
4493,2445,2023-09-06,469.79,Travel,Amazon,NY
4494,3034,2024-11-10,456.52,Gas,Walmart,WA
4495,1053,2023-01-19,290.52,Travel,Amazon,GA
4496,494,2023-02-16,37.52,Groceries,Uber,IL
4497,2022,2023-12-29,609.55,Dining,Amazon,MA
4498,1748,2022-08-19,224.31,Gas,Uber,GA
4499,3303,2022-08-24,283.28,Groceries,Walmart,GA
4500,2280,2023-10-25,429.3,Travel,Delta,WA
4501,932,2022-02-15,50.28,Online,Walmart,IL
4502,1926,2022-08-10,13.58,Retail,Delta,TX
4503,757,2024-01-22,88.43,Dining,Delta,NC
4504,1055,2022-06-05,589.6,Online,Uber,GA
4505,3931,2024-03-28,156.48,Retail,Delta,AZ
4506,4552,2023-07-29,413.85,Online,Amazon,FL
4507,4355,2022-01-10,152.79,Dining,Target,NY
4508,4527,2022-03-30,231.37,Travel,Walmart,FL
4509,3454,2024-06-27,35.15,Online,Walmart,AZ
4510,2517,2022-11-22,296.34,Online,Uber,NY
4511,1965,2022-10-13,113.41,Groceries,Target,NY
4512,647,2022-08-03,448.71,Dining,Delta,IL
4513,4543,2024-09-22,669.78,Retail,Shell,CA
4514,2831,2024-12-31,703.3,Gas,Amazon,NC
4515,195,2024-09-08,747.03,Online,Amazon,TX
4516,1146,2023-02-06,103.5,Groceries,Shell,NY
4517,2510,2023-09-04,415.58,Dining,Uber,WA
4518,4292,2023-06-07,96.23,Retail,Walmart,TX
4519,2084,2022-12-06,248.64,Retail,Amazon,WA
4520,4741,2024-04-08,188.9,Gas,Amazon,TX
4521,3353,2024-06-24,14.9,Gas,Delta,GA
4522,322,2022-12-23,745.8,Online,Target,TX
4523,2288,2023-01-13,626.45,Travel,Target,MA
4524,3132,2022-03-16,417.6,Dining,Shell,TX
4525,4746,2022-09-22,279.17,Groceries,Target,IL
4526,1703,2024-06-29,332.22,Dining,Target,CA
4527,2213,2024-10-10,168.13,Groceries,Delta,IL
4528,831,2022-08-16,774.72,Online,Target,TX
4529,189,2022-05-11,231.96,Dining,Amazon,CA
4530,4053,2024-10-30,64.39,Online,Target,IL
4531,92,2023-06-29,453.74,Travel,Amazon,AZ
4532,3878,2022-09-01,600.29,Groceries,Delta,NC
4533,1912,2022-08-16,777.25,Travel,Uber,TX
4534,2337,2022-09-02,499.1,Groceries,Uber,FL
4535,1581,2023-03-20,151.6,Retail,Walmart,WA
4536,1409,2023-09-07,315.92,Travel,Uber,WA
4537,175,2024-06-05,256.74,Dining,Shell,NC
4538,474,2024-04-04,20.53,Retail,Walmart,TX
4539,3433,2024-07-24,316.78,Groceries,Amazon,GA
4540,270,2023-01-17,640.7,Online,Target,AZ
4541,2045,2023-10-01,327.23,Groceries,Amazon,TX
4542,3196,2023-06-06,682.17,Gas,Amazon,NC
4543,694,2024-04-21,595.63,Groceries,Amazon,IL
4544,4472,2022-06-07,576.89,Groceries,Uber,IL
4545,1416,2023-07-01,307.93,Retail,Amazon,GA
4546,2084,2023-05-21,47.42,Gas,Shell,NC
4547,1236,2024-03-31,706.54,Travel,Uber,WA
4548,3968,2022-06-16,512.44,Travel,Amazon,NY
4549,1972,2022-01-22,76.96,Groceries,Delta,TX
4550,134,2022-03-08,69.84,Travel,Uber,IL
4551,2913,2023-12-11,493.35,Gas,Walmart,NY
4552,4786,2023-09-04,340.66,Online,Target,NY
4553,841,2024-04-27,156.62,Travel,Target,MA
4554,1462,2023-08-10,195.35,Groceries,Walmart,AZ
4555,4935,2024-06-06,311.66,Online,Uber,NY
4556,3473,2022-01-17,601.42,Online,Uber,CA
4557,4844,2023-10-21,161.59,Online,Delta,FL
4558,2876,2024-02-01,563.32,Groceries,Shell,IL
4559,2510,2022-09-12,147.34,Online,Shell,GA
4560,966,2022-11-24,612.17,Gas,Amazon,IL
4561,2039,2022-12-12,720.7,Online,Delta,FL
4562,4241,2022-08-28,357.02,Retail,Shell,IL
4563,1851,2022-11-03,514.85,Retail,Target,MA
4564,735,2022-06-25,216.75,Gas,Walmart,CA
4565,2454,2022-11-09,742.47,Groceries,Delta,WA
4566,3017,2024-06-24,343.57,Groceries,Target,FL
4567,3003,2023-06-28,399.87,Retail,Walmart,TX
4568,2316,2022-12-01,212.87,Groceries,Delta,CA
4569,4004,2024-04-15,159.24,Online,Amazon,GA
4570,2314,2024-06-18,185.8,Travel,Uber,TX
4571,4624,2023-12-02,383.28,Travel,Shell,TX
4572,3164,2022-09-26,114.4,Online,Uber,GA
4573,3320,2024-03-16,313.36,Dining,Amazon,GA
4574,3462,2022-07-05,308.72,Dining,Walmart,NY
4575,430,2022-04-20,349.36,Gas,Target,CA
4576,2989,2024-02-06,340.49,Travel,Shell,NC
4577,3797,2022-02-04,223.16,Online,Target,FL
4578,1597,2024-03-08,296.61,Groceries,Delta,NY
4579,3363,2023-09-23,722.38,Travel,Delta,FL
4580,2351,2022-01-10,34.79,Online,Walmart,CA
4581,1780,2022-07-28,74.79,Retail,Shell,FL
4582,3989,2022-02-07,743.43,Retail,Target,AZ
4583,2449,2022-04-04,220.45,Dining,Uber,TX
4584,2871,2024-06-05,246.82,Retail,Shell,GA
4585,2911,2024-04-18,278.55,Retail,Amazon,NC
4586,4614,2023-10-14,87.19,Dining,Amazon,IL
4587,4261,2022-08-30,616.34,Dining,Target,TX
4588,2073,2023-11-13,134.72,Retail,Target,NC
4589,3808,2022-04-08,562.89,Gas,Shell,AZ
4590,4225,2023-08-02,189.84,Online,Amazon,WA
4591,2865,2023-09-08,547.28,Online,Shell,WA
4592,3619,2022-05-21,777.64,Retail,Delta,MA
4593,1018,2022-07-22,410.21,Groceries,Delta,MA
4594,4691,2023-02-21,258.54,Online,Uber,CA
4595,1333,2024-03-12,305.49,Groceries,Target,NY
4596,2484,2024-08-03,310.22,Retail,Uber,GA
4597,182,2022-05-17,104.64,Dining,Uber,AZ
4598,4840,2024-02-14,655.94,Travel,Delta,WA
4599,1839,2024-06-23,306.49,Dining,Walmart,IL
4600,2452,2023-09-10,575.73,Online,Target,IL
4601,1953,2024-07-10,219.95,Groceries,Target,GA
4602,4701,2023-09-17,288.34,Dining,Target,MA
4603,263,2024-04-13,710.09,Online,Uber,CA
4604,661,2022-05-18,342.84,Online,Walmart,NC
4605,1316,2023-02-19,285.78,Groceries,Walmart,FL
4606,2920,2023-09-12,254.36,Retail,Amazon,MA
4607,4918,2022-09-05,714.88,Gas,Walmart,FL
4608,2195,2023-06-10,341.16,Travel,Delta,MA
4609,2073,2022-08-13,702.32,Gas,Shell,FL
4610,2020,2024-01-05,243.73,Dining,Walmart,TX
4611,2741,2023-12-22,782.75,Gas,Amazon,NY
4612,816,2023-04-08,404.73,Groceries,Delta,NC
4613,4778,2024-07-04,135.87,Travel,Shell,AZ
4614,3419,2022-08-28,342.14,Gas,Amazon,GA
4615,4098,2022-01-21,547.01,Gas,Target,WA
4616,3718,2023-03-24,710.83,Travel,Walmart,NC
4617,4735,2023-03-24,106.03,Dining,Uber,AZ
4618,3630,2022-09-12,448.96,Groceries,Target,NY
4619,2754,2022-10-30,428.45,Travel,Amazon,FL
4620,3368,2024-02-16,266.05,Dining,Walmart,IL
4621,4686,2023-09-16,329.82,Travel,Target,NC
4622,202,2024-11-19,247.16,Groceries,Amazon,IL
4623,1005,2024-06-05,245.41,Groceries,Delta,WA
4624,1313,2023-01-23,429.03,Gas,Delta,AZ
4625,2026,2023-11-11,52.74,Gas,Target,TX
4626,3134,2023-04-25,387.65,Online,Uber,NC
4627,3574,2023-08-31,262.82,Online,Target,MA
4628,4222,2022-05-15,374.18,Gas,Uber,NY
4629,3672,2024-11-27,780.11,Groceries,Target,GA
4630,4942,2022-10-15,594.3,Dining,Shell,AZ
4631,1797,2024-12-28,689.88,Retail,Uber,WA
4632,4275,2024-01-16,300.33,Gas,Shell,IL
4633,1605,2024-12-26,566.13,Online,Delta,IL
4634,1903,2022-07-11,373.2,Groceries,Shell,IL
4635,4000,2023-02-05,479.7,Retail,Amazon,CA
4636,4589,2024-06-27,353.19,Travel,Amazon,GA
4637,3505,2023-10-20,109.71,Gas,Amazon,IL
4638,2620,2024-11-03,758.14,Gas,Delta,AZ
4639,2350,2023-04-14,566.56,Dining,Target,CA
4640,4365,2024-06-11,482.48,Retail,Shell,WA
4641,4720,2022-06-03,450.82,Groceries,Target,AZ
4642,2673,2024-08-14,579.7,Dining,Target,IL
4643,819,2023-11-10,428.38,Travel,Shell,NC
4644,2678,2023-11-28,176.65,Groceries,Amazon,MA
4645,548,2022-11-02,10.81,Dining,Uber,NC
4646,4433,2022-12-20,309.55,Travel,Delta,FL
4647,359,2024-06-25,453.07,Travel,Amazon,NY
4648,3362,2024-03-08,300.54,Gas,Uber,NY
4649,1925,2023-11-25,428.98,Retail,Delta,WA
4650,4912,2024-05-03,533.58,Retail,Amazon,NY
4651,4456,2022-07-11,648.84,Groceries,Walmart,MA
4652,4443,2023-08-16,242.42,Travel,Walmart,GA
4653,4648,2024-06-23,508.38,Dining,Walmart,NY
4654,2702,2024-08-25,713.96,Groceries,Delta,AZ
4655,1931,2024-10-16,126.18,Travel,Walmart,NY
4656,422,2024-06-16,553.94,Gas,Target,NY
4657,336,2024-03-26,731.99,Online,Walmart,CA
4658,1527,2023-07-21,538.72,Online,Delta,FL
4659,57,2024-12-26,78.61,Retail,Shell,NC
4660,3951,2023-09-19,230.09,Online,Walmart,MA
4661,3148,2022-04-22,155.64,Travel,Walmart,WA
4662,3538,2023-11-02,730.33,Travel,Amazon,GA
4663,722,2022-01-26,793.68,Dining,Uber,NY
4664,4078,2024-09-27,349.11,Online,Uber,MA
4665,386,2023-09-14,717.48,Online,Target,FL
4666,2818,2024-12-25,112.38,Groceries,Uber,MA
4667,2888,2023-12-18,7.73,Groceries,Shell,WA
4668,2720,2023-09-05,456.85,Travel,Uber,GA
4669,260,2024-10-21,789.97,Retail,Uber,NC
4670,4489,2023-08-05,452.07,Travel,Shell,AZ
4671,600,2023-04-04,784.51,Gas,Walmart,NC
4672,3256,2023-01-04,363.34,Retail,Uber,IL
4673,1040,2023-12-28,308.72,Online,Walmart,IL
4674,4049,2022-05-22,744.02,Online,Walmart,NY
4675,756,2022-01-14,43.8,Travel,Shell,IL
4676,3578,2023-12-12,264.8,Dining,Uber,AZ
4677,3158,2023-06-15,357.58,Groceries,Walmart,IL
4678,2759,2024-04-06,74.11,Online,Uber,CA
4679,477,2024-04-10,416.09,Dining,Amazon,MA
4680,1600,2023-03-14,303.37,Retail,Amazon,MA
4681,2360,2023-01-18,352.4,Groceries,Uber,NY
4682,1262,2024-07-03,550.63,Retail,Target,AZ
4683,1583,2024-03-15,60.93,Gas,Walmart,GA
4684,2839,2024-08-30,769.63,Retail,Uber,WA
4685,4826,2024-08-08,420.34,Retail,Walmart,CA
4686,3571,2023-02-09,671.85,Travel,Uber,MA
4687,1499,2024-10-17,258.2,Dining,Target,AZ
4688,749,2024-06-04,254.25,Groceries,Walmart,IL
4689,4812,2024-08-24,723.53,Travel,Delta,NY
4690,2387,2022-03-20,98.39,Travel,Amazon,NY
4691,531,2022-11-05,87.5,Online,Delta,AZ
4692,4788,2023-12-28,559.18,Groceries,Uber,IL
4693,2210,2024-11-22,375.49,Travel,Target,WA
4694,4064,2024-06-08,575.27,Online,Target,NC
4695,3869,2023-12-14,349.16,Travel,Uber,CA
4696,1109,2024-08-08,173.34,Groceries,Walmart,FL
4697,490,2023-04-15,573.62,Travel,Target,IL
4698,5,2023-07-19,36.05,Gas,Amazon,WA
4699,76,2024-07-26,361.13,Gas,Shell,CA
4700,2729,2022-05-01,369.63,Gas,Delta,NC
4701,473,2022-05-30,66.95,Gas,Amazon,NY
4702,3210,2022-06-02,197.1,Retail,Shell,AZ
4703,1382,2024-09-30,211.68,Dining,Target,IL
4704,838,2023-07-28,714.93,Travel,Walmart,NC
4705,603,2024-12-22,412.55,Travel,Delta,MA
4706,1187,2022-03-09,538.26,Travel,Target,WA
4707,1482,2022-08-13,48.65,Travel,Target,NC
4708,3273,2024-04-26,87.27,Online,Uber,FL
4709,232,2023-07-12,452.88,Dining,Amazon,MA
4710,328,2024-05-25,668.92,Travel,Delta,AZ
4711,950,2022-09-04,47.12,Online,Shell,NY
4712,1887,2024-06-27,786.86,Retail,Walmart,CA
4713,4096,2022-10-19,708.93,Dining,Uber,IL
4714,2298,2022-08-02,699.15,Online,Walmart,AZ
4715,1308,2024-02-07,11.9,Gas,Amazon,WA
4716,198,2023-08-28,328.08,Gas,Shell,MA
4717,4512,2024-08-28,637.63,Online,Amazon,WA
4718,2780,2024-10-07,608.09,Travel,Delta,TX
4719,3337,2022-03-15,279.78,Dining,Delta,FL
4720,1339,2023-09-17,702.72,Groceries,Walmart,IL
4721,1692,2023-10-26,510.67,Online,Delta,MA
4722,216,2022-02-27,795.19,Online,Delta,MA
4723,1650,2023-12-27,271.11,Online,Shell,TX
4724,2863,2022-07-27,516.62,Travel,Uber,CA
4725,610,2023-02-17,342.47,Online,Shell,IL
4726,2559,2024-12-11,519.81,Groceries,Amazon,CA
4727,918,2024-11-06,211.52,Gas,Shell,NC
4728,4253,2023-12-31,309.07,Gas,Target,IL
4729,162,2024-01-10,746.12,Dining,Walmart,GA
4730,4138,2024-03-14,234.8,Dining,Walmart,IL
4731,2812,2023-02-23,498.46,Gas,Delta,NY
4732,3422,2024-07-07,735.28,Groceries,Uber,MA
4733,4216,2022-07-20,387.41,Groceries,Target,MA
4734,1099,2022-03-21,557.6,Travel,Uber,AZ
4735,2722,2022-07-08,599.7,Gas,Walmart,MA
4736,2709,2024-04-07,437.57,Gas,Delta,CA
4737,123,2024-01-24,306.23,Dining,Amazon,TX
4738,2701,2024-04-05,647.7,Travel,Uber,MA
4739,3254,2024-12-03,445.52,Gas,Target,NY
4740,3062,2023-05-25,97.33,Dining,Walmart,MA
4741,3962,2023-11-26,700.26,Dining,Uber,GA
4742,789,2022-01-21,241.47,Retail,Target,NY
4743,257,2023-02-04,397.29,Dining,Walmart,NY
4744,4026,2023-07-14,174.98,Dining,Target,CA
4745,3655,2024-11-21,396.66,Groceries,Uber,GA
4746,3252,2023-05-04,107.76,Online,Delta,MA
4747,3590,2022-10-15,455.18,Dining,Uber,NC
4748,4776,2023-03-13,420.61,Groceries,Delta,TX
4749,608,2022-05-10,655.64,Retail,Uber,WA
4750,4427,2023-03-17,450.12,Online,Target,TX
4751,3928,2024-02-29,329.95,Groceries,Target,TX
4752,2153,2024-09-23,375.74,Online,Uber,FL
4753,547,2024-12-11,485.76,Groceries,Walmart,NY
4754,4889,2023-12-22,672.46,Travel,Delta,MA
4755,1905,2024-05-13,38.18,Groceries,Shell,GA
4756,1683,2022-08-18,741.64,Travel,Amazon,AZ
4757,489,2023-04-10,71.69,Online,Shell,NC
4758,1823,2022-07-05,279.04,Gas,Shell,NC
4759,3122,2022-06-11,272.26,Gas,Walmart,TX
4760,3775,2023-02-05,427.74,Dining,Target,FL
4761,3073,2024-03-01,286.96,Retail,Target,CA
4762,3453,2024-10-11,179.32,Online,Delta,AZ
4763,650,2023-06-29,198.52,Retail,Amazon,NC
4764,648,2023-02-17,788.31,Groceries,Amazon,MA
4765,381,2023-06-15,670.13,Dining,Shell,FL
4766,2067,2022-03-10,645.35,Groceries,Delta,WA
4767,1864,2022-10-20,338.32,Gas,Amazon,AZ
4768,2291,2023-09-27,749.27,Dining,Uber,WA
